PDB_ID	compound_id	label
5LVO	25243800	5.0
4WSQ	123631	5.0
6PK6	5494449	5.60204
2VD5	3062316	5.88602
3ZDU	644241	5.0
4UAK	16725726	5.0
4WB8	11409972	5.43179
1QPC	11626560	7.52143
4UXL	10138260	5.0
6DBK	126565	6.04091
5UI0	3081361	5.95857
4KIK	644241	5.0
6FYL	9933475	5.0
3W2P	3081361	6.63808
2HW6	156422	5.20065
5U6C	9884685	5.0
1WAK	11667893	5.0
5V5Y	10427712	5.0
4AGU	10113978	5.0
4H1J	5291	5.0
1CM8	10074640	5.0
3PP0	11409972	5.0
4BBM	11409972	9.20761
5QIN	9926791	5.0
4GV1	123631	5.0
6FYR	156422	5.0
6FT8	3062316	5.0
6FD3	9926791	5.0
4OTH	16725726	7.46725
5A6N	5291	5.0
2OO8	5494449	6.34669
4GV1	11314340	7.11862
4FGB	24180719	5.72122
2VD5	156414	5.1549
5QIN	11409972	6.58486
4YJT	11626560	5.60204
4WSQ	156414	5.0
6FD3	44259	8.14267
3S3I	3038522	5.0
3OMV	9884685	5.43179
6RSU	9926791	5.0
4AF3	151194	5.0
3RNY	151194	5.0
3E7O	24889392	5.0
6SRH	151194	5.0
5HVK	126565	5.79585
5A6N	11338033	5.0
3DKC	9933475	6.2365
6B5J	176870	6.24405
7B36	16725726	5.2676
2REI	16038120	6.69875
5VCZ	156422	5.0
7B36	3038522	5.0
5U6C	16725726	5.0
6CMJ	10427712	5.0
3PLS	3062316	5.0
5E8X	10138260	5.0
1O6L	5291	5.0
6FYL	11485656	5.0
2BUJ	3081361	5.0
6FYR	24180719	5.0
4ANB	10113978	5.0
3E7O	11617559	5.0
4PF4	11338033	5.0
3O0G	208908	5.0
5NKG	9933475	5.0
3A7I	644241	5.0
5LVO	9926791	5.0
3RNY	10461815	5.0
5J5T	9926791	5.0
5UI0	9884685	5.0
6RA7	9884685	5.0
5ES1	10138260	5.69895
4JG8	10113978	5.0
5NG0	10113978	6.2365
5UI0	153999	5.0
6CMJ	10113978	5.0
7KAC	10074640	5.0
4UXL	42642645	7.85078
6CD6	11409972	6.65738
4KIK	3038522	5.0
3QRJ	4908365	5.0655
6S73	11626560	5.24412
5VIL	3062316	5.0
5QIN	11485656	5.0
4IVA	5494449	6.72102
5L6P	156422	5.0
2NRU	151194	5.0
4AF3	153999	5.0
6RCG	10427712	5.88602
5U6C	10113978	5.48147
3W2P	11667893	5.0
6GRO	6450551	5.0
3A7I	3038522	5.0
3A7I	6450551	5.0
5NKG	25243800	6.20754
6FD3	3081361	5.0
3W2P	126565	5.85384
3OMV	11338033	5.0
5BYZ	156422	5.0
6YAT	6450551	5.85384
1CM8	10138260	5.0
5CEQ	10113978	5.0
6DBK	3081361	5.0
4YNO	24180719	5.0
2RKU	10138260	5.0
3KUL	42642645	8.72125
3CBL	4908365	5.95857
2IWI	10138260	5.0
6FER	24889392	5.95857
4BBM	9933475	5.0
5O0Y	10113978	5.0
4GV1	6450551	5.0
5L6P	42642645	7.07007
4C57	11617559	5.0
5L6P	10427712	5.0
2VD5	3038522	5.0
3OMV	10074640	5.0
7KAC	10461815	6.82362
4FGB	156422	5.0
5HVK	3081361	5.0
4C57	16038120	8.26761
4FGB	123631	5.0
4YJT	25243800	5.0
2REI	11409972	5.95857
3W2P	9926791	5.0
4UAK	156414	5.0
1O6L	126565	5.67776
5HID	176870	5.0
6JQR	25243800	5.01772
5O0Y	9926791	5.0
6TCA	176870	5.0
3W2P	11314340	5.0
6SM8	3081361	5.0
3DKC	123631	5.0
4GU6	176155	5.0
5NKG	16038120	6.05056
6YKY	6450551	5.0
4C57	6450551	5.56862
5YKS	11409972	5.0
4EQU	10113978	7.0752
3O0G	644241	5.0
2IWI	11364421	5.0
2I1M	9884685	5.0
6JUU	176155	5.35654
1UA2	10138260	6.03147
4AF3	16722836	6.30972
3E7O	11364421	5.0
4K33	151194	5.0
3KN6	3038522	5.0
2RKU	17755052	5.0
6T6F	11314340	5.61977
6CMJ	6450551	5.82388
3DKC	126565	6.31867
2NRU	11485656	5.0
4UXL	11667893	5.0
4OR5	16722836	5.05551
4FR4	11485656	6.19375
1WAK	176870	5.0
3WAR	156422	5.0
3OMV	151194	5.0
6YAT	42642645	5.95857
6FYL	156422	5.0
4L3L	4908365	5.0
4WB8	24180719	5.0
5HVK	3062316	6.24405
3CBL	6450551	5.0
6JUU	9926791	5.0
5MYV	11364421	5.0
6S73	16722836	6.79561
5HVK	9933475	5.0
4AF3	11485656	6.40882
2HW6	11626560	5.0
5NG0	24889392	5.56862
4JG8	10461815	5.00436
6BXI	16725726	5.0
4FGB	3038522	5.0
3CBL	10113978	5.85384
6PK6	3038522	5.0
6Y0A	17755052	5.0
2R4B	9933475	5.85384
4ITI	156414	5.0
3E7O	9926791	5.0
3ZFM	208908	5.0
5J5T	9933475	5.69895
3FE3	11717001	5.0
2IWI	11314340	6.65738
5A6N	3081361	5.0
4TPT	25243800	5.0
4AF3	4908365	5.53759
2W99	17755052	5.0
4RFM	153999	5.0
3S3I	153999	5.0
4MQ1	151194	5.0
5MJB	10074640	5.0
3ALO	156414	5.0
2ZM3	11409972	5.0
4C57	3038522	5.43179
4WB8	44259	7.71897
6CD6	16725726	5.0
6FT8	42642645	6.25956
6TCA	11314340	5.0
3CBL	44259	7.63639
6Y0A	3062316	5.0
2R2P	11314340	5.0
4HOK	11667893	5.0
3W2P	16038120	5.69895
3KUL	9884685	5.0
3GC8	9933475	5.0
2J0I	123631	5.0
4QTB	16725726	5.0
2J51	11364421	5.38721
3E7O	42642645	6.17386
6YKY	16725726	5.0
6FT8	11314340	8.82391
3FXZ	11338033	5.0
4B9D	11485656	5.0
3BHH	10461815	5.0
6QAV	151194	5.0
4K33	10138260	6.25173
4FGB	44259	7.56703
6C9H	24180719	5.0
5HID	126565	5.0
4QTB	6450551	5.0
2WTK	156422	5.0
3MDY	156414	5.58501
4RFM	151194	5.0
4MQ1	5291	5.0
4ASZ	11314340	5.0
5O0Y	176155	5.0
6C9H	25243800	5.0
6NCG	16722836	5.0
4QTB	156422	5.0
2OO8	16722836	5.72122
3W2P	9884685	5.0
6URC	11409972	5.22184
5UI0	11314340	5.0
4AGU	5291	5.0
6B5J	9926791	5.0
4PF4	16038120	5.7447
3A7I	3081361	5.0
4A9U	3062316	5.0
6BFN	156422	5.0
6JQR	5494449	6.88572
1O6L	3062316	5.0
4UY9	25243800	5.53759
4JG8	11617559	5.0
4YNO	10113978	5.0
3DKC	9926791	5.0
6GZD	10427712	6.08087
5UI0	16722836	6.32781
4BBM	11364421	5.0
4AF3	11314340	5.0
4TPT	208908	5.0
6GRO	16038120	5.0
6GZD	16038120	5.0
4MQ1	10074640	5.0
5HID	9884685	5.53759
6JPJ	17755052	5.0
4FR4	5291	5.0
5EFQ	16725726	5.0
2DQ7	9926791	5.95857
2HAK	11667893	5.0
6CJE	11626560	5.0
5U6B	16038120	7.91721
5MJB	11485656	6.05547
2OO8	6450551	6.5085
6YZ4	10138260	5.0
4WSQ	151194	5.0
4UXL	5291	5.0
4PF4	42642645	5.0
1S9I	11626560	5.0
5VCZ	11314340	5.0
6RSU	176870	5.50862
4OTH	644241	5.0
6YAT	123631	5.0
2DQ7	11667893	5.55283
3SOC	156422	5.0
6NCG	151194	5.0
6URC	123631	5.0
2R4B	156414	8.18046
4B9D	42642645	5.0
4OR5	9926791	5.0
2W4O	11409972	5.43179
3CBL	9884685	5.0
4RFM	9926791	5.0
4B6L	44259	6.04091
5MJB	16722836	5.76953
5MYV	156422	5.0
3PLS	11717001	5.0
5V5Y	3062316	5.1549
5I3R	176870	5.92078
3DKC	208908	5.0
4GV1	5494449	5.0
2BUJ	11314340	5.0
5VCZ	16722836	5.0
2W4O	25243800	5.0
5EFQ	9933475	5.0
4YNO	11314340	5.0
3PP0	6450551	5.0
3BU3	3038522	5.0
3W2P	11626560	5.0
6GR8	123631	5.0
3DKC	24889392	5.0
2ZM3	10138260	5.0
4IVA	5291	5.0
2CMW	208908	5.0
4UY9	11364421	5.0
6FYR	10074640	5.0
6ZR5	10113978	5.69895
4ZHX	10074640	5.0
2WTK	10113978	5.0
4L3L	11338033	5.0
2EVA	11364421	5.0
6BXI	17755052	5.0
5VCZ	176155	5.0
5MYV	126565	7.29158
5QIN	3062316	5.53759
4BBM	156422	5.0
3OMV	11485656	5.0
2F57	11617559	5.0
6GRO	176870	5.0
4OTH	4908365	5.61977
6BXI	10427712	5.0
5NKG	176870	5.0
2X4F	24180719	5.46851
6S73	24889392	5.0
6FYL	3062316	5.0
5VDK	24180719	5.0
5ES1	11485656	5.0
3SOC	176870	5.0
5O0Y	10074640	5.0
2WTK	9884685	5.0
6CZ3	16038120	7.44249
6CD6	16038120	7.30016
6JQR	16725726	5.0
4YNO	5494449	5.0
6CZ3	16725726	5.0
6RCG	644241	5.0
2OO8	11485656	6.34669
1S9I	10138260	6.92046
3DKC	3081361	5.0
6S73	42642645	5.0
5QIN	24180719	6.05056
2HAK	151194	5.0
5UI0	11485656	5.0
1O6L	11717001	5.0
2RKU	11667893	5.0
1UA2	11626560	6.48135
3SOC	644241	5.0
5H0B	151194	5.0
6X5G	25243800	5.2518
4B6L	10113978	5.0
3OMV	644241	5.40892
6TCA	644241	5.0
4GU6	10461815	5.72122
3SOC	10461815	5.0
3MY0	9884685	5.0
6FYL	156414	5.0
2RKU	5291	5.0
5LWM	10427712	5.0
6D3K	126565	6.92046
3MDY	11364421	5.0
4ZZN	123631	5.0
2VD5	10427712	5.0
5ORL	10461815	5.0
3ZFM	17755052	5.0
4UY9	9926791	5.0
6D3K	176870	5.88602
2BUJ	6918454	5.0
2XIK	16725726	5.0
6CZ3	17755052	5.0
7KAC	4908365	6.43168
4GV1	3062316	5.0
4ASZ	42642645	8.37675
4K33	10113978	6.13071
3WAR	11338033	5.0
4EQU	6450551	5.92078
3LCS	11617559	5.0
2HW6	9926791	5.0
2REI	11314340	5.0
6GR8	11667893	5.72122
3FXX	153999	5.0
6JQR	10461815	5.33723
4WSQ	16038120	6.32781
6CZ3	44259	5.63825
3MDY	156422	5.0
4C57	644241	5.0
6T6F	10427712	5.0
3FXZ	16725726	6.25956
2RKU	11617559	5.0
4A9U	5291	5.0
4PF4	123631	5.0
4CRS	11338033	5.0
3BHH	11667893	5.0
4IVA	10427712	5.0
1S9I	6450551	5.58501
6DBK	9926791	5.0
6CD6	156422	5.0
1UA2	5494449	5.0
3FXX	24889392	5.18708
2J0I	11667893	5.0
5U6C	5291	5.0
4ASZ	44259	8.40894
2IWI	176870	5.0
1WAK	3081361	5.0
2F57	176155	5.0
3PLS	151194	5.0
3HNG	10461815	5.0
5VDK	644241	5.0
4WSQ	11364421	5.55283
6YKY	16722836	5.92078
4FGB	11617559	5.0
3QRJ	156414	5.49484
3O0G	11485656	5.0
6SRH	208908	5.0
2RKU	11409972	5.0
6ZJF	9884685	5.0
2RKU	3062316	5.0
2J51	11617559	5.0
1O6L	6918454	5.0
2XIK	24180719	5.0
2YEX	11667893	5.0
6S73	10138260	5.49484
5BYZ	42642645	5.0
3O0G	151194	5.0
4A9U	3038522	5.0
4B9D	11338033	5.0
3FE3	3038522	5.0
4WNO	16722836	6.56848
6FYV	153999	5.72122
6SM8	3062316	5.0
3HNG	16722836	5.36652
5H0B	9933475	6.22907
6P5M	151194	5.0
2C47	11617559	5.0
3FXZ	10427712	5.0
6T6F	9933475	5.0
4JG8	44259	7.16052
3W2P	153999	5.0
5A6N	10113978	5.0
5A6N	42642645	5.50862
6FDY	156414	5.32789
5BYZ	10074640	5.0
2J51	176155	5.43179
2YEX	126565	8.5376
5VIL	11485656	5.0
3GC8	6450551	5.0
3BHH	11485656	5.0
4BBM	10074640	5.0
6CJE	16722836	6.4201
4YNO	11338033	5.0
1CM8	156422	8.52288
6RUU	156422	5.0
6FYV	16722836	5.69895
3FXX	44259	7.56703
4BBM	11626560	5.67776
4RWI	24889392	5.0
4C57	3062316	8.56864
4YJT	16722836	5.56862
2C47	10427712	5.61977
3WAR	6918454	5.0
4BBM	24180719	5.0
6ZR5	10461815	5.0
3W2P	6450551	5.0
4IVA	11717001	5.0
4YNO	10427712	5.0
5YKS	11717001	5.0
3S3I	176155	7.91721
4A9U	16725726	5.27572
5VIL	208908	5.0
6RCG	11409972	5.60204
4UXL	6450551	5.49484
1QPC	5291	7.39686
6URC	11485656	5.0
6GZD	5494449	5.0
4L3L	3081361	5.79585
1QPC	25243800	6.69875
4B9D	10138260	5.0
5VCZ	11617559	5.0
3TXO	10074640	5.0
6TGU	644241	5.0
4EQU	5291	5.0
4QTB	3038522	5.0
6ZJF	3081361	5.0
2ZM3	3038522	5.0
4I5P	16725726	5.0
2OO8	153999	5.0
2V7O	126565	7.58336
6D3K	11364421	6.33715
1QPC	11314340	5.0
4C57	176870	8.49485
6RUU	42642645	6.43168
3HNG	24180719	5.72122
3PLS	11617559	5.0
4RFM	176155	5.0
6FYL	9926791	5.0
6RA7	11409972	7.16052
4QTB	11314340	5.0
3W2P	644241	5.0
3QRJ	11364421	5.0
6RA7	11485656	5.55283
6GQQ	11485656	8.08619
6GQQ	11314340	5.0
2V7O	9926791	5.0
5VIL	10113978	5.0
4UAK	11409972	5.0
5ORL	9933475	5.0
5YKS	10138260	5.82388
5L6P	156414	5.0
4FGB	11314340	5.0
6FYV	208908	5.0
3RNY	42642645	5.0
4MQ1	11717001	5.0
6D3K	3081361	5.0
6S73	11717001	5.0
6CD6	10138260	6.07053
3ENM	9933475	5.0
6RCG	11314340	6.67757
2X4F	10138260	7.49349
2R2P	156422	5.85384
3C0I	5291	5.0
2XYN	6918454	5.0
2W99	11617559	5.0
6TCA	11626560	5.0
2W99	4908365	5.0
7KAC	5494449	7.14206
6BFN	11667893	5.0
6FT8	10074640	5.0
1O6L	151194	5.0
2REI	9926791	5.0
4RWI	25243800	6.24405
5MYV	4908365	5.65756
6RSU	10461815	6.01318
4ZZN	9926791	5.0
4D2W	11409972	6.08087
5O0Y	25243800	5.0
2VD5	11617559	5.0
6FEK	11364421	5.0
2REI	3081361	5.61977
4GU6	126565	5.95857
4RFM	5291	5.0
3KN6	151194	5.0
6FYR	6918454	5.0
2HW6	11409972	7.58336
2W4O	9884685	5.0
5MJB	151194	5.0
3MY0	10461815	5.0
6MOB	4908365	7.22113
4ZHX	156422	5.0
6FYV	5291	5.67776
1Y57	11617559	5.0
3COK	10138260	6.74449
4YJT	4908365	5.04575
3MY0	25243800	8.52288
2X4F	5494449	5.65756
6ZR5	11626560	5.0
6X5G	208908	5.0
5BYZ	11485656	5.0
6GRO	156414	5.0
4GV1	176155	5.0
2CMW	11314340	6.27564
6P5M	9926791	6.37665
1UA2	25243800	5.25963
2REI	11338033	5.0
6ZJF	11626560	5.0
6JPJ	9926791	5.0
2NRU	644241	5.0
6CJE	4908365	5.0
6T6F	11617559	5.0
5UI0	3038522	5.0
2R2P	11409972	6.85356
3TXO	10138260	5.0
6BFN	6450551	5.50862
