PDB_ID	compound_id	label
6P5S	11338033	5.0
2CCH	10427712	5.0
2Y7J	11364421	5.79585
4YHJ	5494449	6.39783
3A8X	153999	5.85384
3A99	24779724	5.0
2CCH	10461815	5.0
6P5S	9926791	5.0
3A99	10138260	5.0
6P5S	10113978	5.0
3A8X	16038120	5.0
6BDN	151194	5.0
6BDN	10427712	5.61977
3A99	3081361	5.0
6N3O	51004351	7.40782
6N3O	5328940	6.56848
6BDN	24779724	5.0
2CCH	11617559	5.0
6N3O	3062316	5.79585
2Y7J	10074640	5.0
2Y7J	11717001	5.0
6N3O	10184653	5.0
4W4V	9933475	5.0
3A99	51004351	6.25173
4W4V	10461815	5.0
6KZD	11626560	7.08566
2Y7J	10427712	5.0
3A99	10184653	5.0
6P5S	123631	5.0
6N3O	16725726	5.0
4W4V	10113978	5.72122
6P5S	5287969	5.37674
4W4V	9884685	5.0
6KZD	25243800	5.0
4YHJ	10074640	5.0
6P5S	11409972	8.13077
6KZD	10427712	5.0
2Y7J	11667893	5.0
6BDN	16038120	7.35556
2Y7J	11485656	5.0
2CCH	17755052	5.0
3A99	11338033	5.0
6KZD	51004351	5.76953
3A8X	51004351	5.0
6P5S	16007391	5.43179
4W4V	11656518	5.0
2Y7J	153999	5.0
6N3O	11667893	5.35654
6N3O	10461815	5.46851
4W4V	51004351	5.44369
6BDN	11409972	8.22915
2Y7J	9933475	5.0
6N3O	17755052	5.0
2Y7J	10127622	5.0
6KZD	176870	5.0
4YHJ	9933475	5.0
2CCH	5328940	5.0
4W4V	156422	6.95821
2CCH	10184653	5.0
6P5S	208908	5.0
4YHJ	10427712	5.2076
6KZD	3062316	5.0
6P5S	24889392	5.0
3A99	176167	6.69875
6BDN	176870	5.0
6KZD	24779724	5.0
6P5S	11717001	5.0
3A99	10113978	5.0
2CCH	176155	5.0
2CCH	153999	5.0
3A8X	3081361	5.0
3A8X	5494449	5.0
6BDN	6450551	5.0
4YHJ	9884685	5.0
3A99	156414	5.0
6P5S	9884685	6.53745
4W4V	176167	5.0
6BDN	5494449	7.09098
6BDN	9884685	5.0
6KZD	11485656	6.67757
4YHJ	16007391	5.0
2Y7J	24779724	5.0
6KZD	5329102	5.29242
6KZD	11409972	7.46725
2CCH	11314340	5.0
3A8X	11667893	5.0
2CCH	126565	7.6968
6N3O	126565	8.37675
4W4V	11364421	5.95857
6P5S	24180719	5.30102
6N3O	10113978	5.0
2CCH	11656518	5.0
3A8X	10427712	5.0
2Y7J	10138260	6.99957
4YHJ	6450551	5.63825
3A8X	11338033	5.0
4YHJ	10184653	5.0
3A8X	176155	5.0
6BDN	16007391	5.0
4YHJ	25243800	5.0
3A8X	176870	5.0
4YHJ	10138260	6.43168
2Y7J	5287969	5.53759
4W4V	123631	5.49484
6N3O	10127622	5.0
3A99	10461815	5.0
6N3O	123631	5.0
2Y7J	10461815	5.61977
4YHJ	4908365	5.65756
3A8X	208908	5.0
4W4V	9926791	5.0
4YHJ	6918454	5.0
6KZD	16038120	5.0
4W4V	5287969	5.25963
6P5S	42642645	6.65738
2CCH	156422	5.0
6P5S	5329102	7.50724
2Y7J	4908365	5.76953
2Y7J	176167	5.0
4W4V	3081361	5.0
6N3O	5329102	6.74449
3A8X	9926791	5.0
4YHJ	24779724	5.0
4W4V	4908365	6.61961
3A99	9884685	5.0
4W4V	176870	5.36652
6N3O	153999	5.0
4W4V	208908	5.0
6P5S	24779724	5.0
4YHJ	10113978	5.0
6N3O	11656518	7.25885
4W4V	25243800	5.0
6P5S	11364421	5.53759
6N3O	24180719	5.88602
4YHJ	24180719	5.0
6BDN	3081361	5.0
6N3O	9926791	5.0
6N3O	9884685	5.0
6N3O	208908	5.0
3A99	16038120	5.0
6BDN	5329102	6.67757
6BDN	644241	5.76953
3A99	6450551	5.0
6KZD	9933475	5.0
4W4V	153999	5.0
3A99	6918454	5.0
3A99	11409972	5.0
2CCH	10113978	5.0
4W4V	126565	7.91721
6BDN	11626560	6.30972
2Y7J	42642645	5.0
3A8X	9884685	5.0
6KZD	4908365	7.16685
2Y7J	24180719	5.0
2Y7J	10184653	6.32781
6BDN	10184653	5.0
4YHJ	16722836	6.7693
6BDN	10127622	5.0
2CCH	208908	5.0
3A99	3038522	5.0
6BDN	16725726	5.03151
4W4V	11485656	5.36652
4YHJ	123631	5.0
6P5S	10138260	7.03574
6P5S	10461815	6.92046
6P5S	16725726	6.40882
6KZD	24889392	6.25956
3A8X	16007391	5.0
6BDN	11485656	6.58486
4W4V	11338033	5.0
2CCH	11717001	5.0
4YHJ	156422	5.0
6KZD	156422	6.72102
6KZD	11717001	5.0
3A99	11485656	5.0
4YHJ	11667893	5.0
3A8X	10113978	5.0
4W4V	11409972	6.11913
6P5S	10074640	5.0
4YHJ	5291	5.0
2CCH	11485656	5.0
6KZD	156414	5.0
3A8X	11409972	5.0
6BDN	5328940	6.46839
3A8X	11617559	5.0
6BDN	153999	7.01278
2Y7J	3062316	5.0
2Y7J	5329102	8.22185
2CCH	10074640	5.0
3A8X	126565	5.7447
2Y7J	6450551	5.0
2CCH	123631	5.0
3A99	5329102	5.0
2CCH	6918454	5.0
3A8X	10138260	5.0
3A99	5494449	5.0
2Y7J	16725726	5.0
4W4V	151194	5.0
4W4V	16038120	7.17328
2CCH	5329102	5.0
6N3O	11338033	5.0
3A8X	5291	5.0
3A99	42642645	5.0
3A8X	10461815	5.0
6N3O	44259	7.79317
4YHJ	644241	5.0
4W4V	5494449	5.55283
6KZD	5328940	5.46851
4YHJ	11717001	5.0
2CCH	16722836	5.0
6P5S	5328940	5.72122
3A8X	3062316	5.0
3A99	5328940	5.0
4W4V	156414	5.25963
2Y7J	126565	8.74473
6KZD	44259	7.767
3A8X	9933475	5.0
6KZD	153999	5.0
2CCH	3081361	5.0
6KZD	16725726	5.0
6KZD	11338033	5.0
6KZD	208908	5.0
2Y7J	156414	5.0
4YHJ	16725726	5.0
6P5S	44259	6.72102
3A99	17755052	5.0
3A8X	6918454	5.0
3A99	208908	5.0
2CCH	24889392	5.0
6P5S	11626560	5.0
6KZD	6918454	5.0
6N3O	5494449	5.72122
4YHJ	5287969	5.0
3A8X	44259	7.58336
4W4V	17755052	6.25173
6N3O	5287969	5.0
6N3O	10427712	5.0
4YHJ	17755052	5.0
6P5S	6450551	5.0
4W4V	10138260	5.44369
2CCH	11338033	7.52143
4YHJ	11485656	5.0
6KZD	9926791	5.0
3A8X	16722836	5.0
2CCH	11626560	5.0
6P5S	10127622	5.0
2CCH	644241	5.0
3A8X	156414	5.0
2CCH	25243800	5.0
6P5S	51004351	5.50862
2Y7J	176870	5.0
3A8X	24180719	5.0
2Y7J	25243800	6.11913
3A99	156422	5.0
3A8X	10127622	5.0
6BDN	11338033	7.24336
4YHJ	11364421	5.0
6BDN	9926791	5.0
2CCH	42642645	5.0
3A99	4908365	5.63825
3A8X	11717001	5.0
2Y7J	16007391	5.0
3A8X	123631	5.0
6BDN	17755052	5.0
2CCH	9933475	5.0
6KZD	11656518	5.0
2CCH	24779724	5.0
4YHJ	5329102	6.85356
3A99	11314340	6.74449
6BDN	11314340	5.95857
2CCH	3062316	5.0
4W4V	24180719	5.0
6P5S	4908365	5.44369
6KZD	5287969	5.0
4YHJ	44259	7.43063
2Y7J	6918454	5.0
3A99	9926791	5.0
6KZD	11314340	5.0
3A8X	25243800	5.0
2CCH	4908365	5.0
4YHJ	176870	5.13667
6KZD	10184653	5.0
6P5S	6918454	5.0
2CCH	10127622	5.0
6BDN	5287969	7.00393
2CCH	9926791	5.0
4YHJ	42642645	5.0
3A8X	176167	5.0
6BDN	44259	9.49485
4YHJ	16038120	5.45592
6P5S	151194	5.0
6BDN	11656518	6.14261
3A8X	11485656	5.0
6N3O	9933475	5.0
6BDN	3062316	5.63825
3A99	176155	5.0
6KZD	644241	6.22178
6KZD	3081361	5.0
6P5S	11617559	5.0
4W4V	5328940	5.0
4W4V	10074640	5.0
6KZD	11617559	6.92046
3A99	176870	5.0
6BDN	24889392	5.0
6KZD	16722836	5.0655
2CCH	6450551	5.0
6P5S	25243800	6.45581
2Y7J	5291	5.0
3A99	5287969	6.25173
4YHJ	208908	5.0
3A99	25243800	5.82388
2Y7J	9884685	5.0
4YHJ	3038522	5.0
4YHJ	11409972	5.0
6N3O	151194	5.0
4W4V	42642645	5.40892
6P5S	176155	5.0
3A99	9933475	5.0
2Y7J	16038120	7.88273
3A8X	10184653	5.0
6N3O	25243800	5.0
6KZD	10138260	6.65738
6BDN	42642645	5.0
6N3O	10138260	6.32781
4YHJ	11617559	5.0
6BDN	176167	5.0
6P5S	644241	5.0
6BDN	156422	5.0
6BDN	11717001	5.0
6KZD	6450551	5.0
6P5S	153999	6.85356
3A8X	24779724	5.0
6KZD	24180719	5.0
3A8X	5287969	5.0
6KZD	126565	7.85078
6KZD	3038522	5.69895
3A99	10127622	5.0
3A8X	10074640	5.0
6N3O	3038522	5.0
6BDN	16722836	5.72122
4W4V	11314340	5.0
2CCH	16725726	5.0
3A99	44259	8.48149
6KZD	16007391	5.0
6N3O	16722836	6.99957
2CCH	151194	5.0
4W4V	16725726	5.0
3A99	644241	5.0
6BDN	4908365	5.65756
3A99	11364421	5.0
6P5S	3081361	5.0
6KZD	176155	5.0
4W4V	44259	6.95821
6N3O	11485656	5.0
6N3O	156422	5.0
6N3O	24779724	5.0
2CCH	176870	5.0
2Y7J	123631	5.56862
2CCH	11667893	5.0
6N3O	24889392	5.0
3A8X	5329102	5.0
6N3O	156414	5.0
4YHJ	176155	5.0
4W4V	10427712	5.0
6N3O	11314340	5.0
2Y7J	5328940	5.88602
3A99	11617559	5.0
6KZD	5494449	6.69875
6BDN	208908	5.0
4W4V	11717001	5.60204
4YHJ	11626560	5.37674
6KZD	10113978	5.0
2Y7J	176155	5.0
4YHJ	11314340	5.85384
4W4V	11626560	5.0
2CCH	5494449	5.0
2Y7J	11409972	5.0
3A99	3062316	5.0
2Y7J	156422	5.0
6BDN	9933475	5.30102
2Y7J	16722836	5.79585
3A99	11717001	5.0
6N3O	176870	5.35654
6BDN	10074640	5.0
3A8X	151194	5.0
3A99	153999	6.56848
6P5S	16038120	5.35654
2CCH	5287969	6.25956
4YHJ	151194	5.0
2CCH	11364421	5.0
6N3O	644241	5.0
3A8X	11364421	5.0
6N3O	6450551	5.0
6N3O	4908365	7.09098
6KZD	5291	5.0
4W4V	10184653	5.69895
6BDN	6918454	5.0
6P5S	11656518	5.0
6P5S	126565	6.43168
4W4V	3062316	5.0
2Y7J	11626560	5.0
3A99	10427712	5.0
3A99	11656518	5.0
6P5S	176870	5.0
6KZD	11364421	5.0
2Y7J	11338033	5.0
2Y7J	3038522	5.0
2Y7J	3081361	5.10237
3A99	11626560	5.0
2Y7J	17755052	5.0
3A99	16007391	5.0
4YHJ	3062316	5.0
6P5S	11314340	6.65738
6P5S	10184653	5.0
6N3O	42642645	5.0
2Y7J	644241	5.0
3A8X	6450551	5.0
6KZD	42642645	8.45593
3A8X	11314340	5.0
6BDN	3038522	5.0
3A8X	11656518	5.0
4W4V	6450551	5.95857
2CCH	10138260	5.0
6BDN	176155	5.0
4W4V	16007391	5.0
2Y7J	208908	5.0
2CCH	176167	5.30102
2Y7J	51004351	5.85384
2CCH	44259	8.14874
4W4V	176155	7.45469
2Y7J	5494449	5.35654
4W4V	5291	5.50862
2Y7J	24889392	5.0
3A8X	16725726	6.60189
3A8X	5328940	5.0
4YHJ	176167	5.0
3A99	16725726	6.02683
6P5S	11485656	5.0
3A99	16722836	5.0
6N3O	11617559	5.0
4YHJ	11338033	5.0
4W4V	24889392	5.0
4YHJ	11656518	5.0
6BDN	11364421	5.76953
2Y7J	11656518	5.0
6KZD	10127622	5.0
4W4V	644241	5.69895
4YHJ	24889392	5.0
6N3O	6918454	5.0
4W4V	10127622	5.0
4W4V	11667893	5.0
6N3O	16038120	5.95857
2Y7J	151194	5.0
6BDN	51004351	5.0
6BDN	25243800	6.30972
3A99	11667893	5.0
6BDN	5291	5.0
6BDN	11667893	5.0
6P5S	156422	5.0
2Y7J	9926791	5.0
2CCH	16038120	5.28399
3A99	5291	5.0
4YHJ	126565	7.91721
6N3O	176155	5.0
2WEL	25243800	5.0
2W5A	10113978	6.00873
3SXS	9933475	5.0
1U59	6918454	5.0
6FIO	44259	7.71897
4BGQ	51004351	5.0
4BGQ	644241	5.0
2W5A	10138260	5.95857
6A32	176167	5.0
4LGD	3062316	5.0
2JAM	11667893	5.0
2W5A	10427712	5.0
2JAM	11656518	5.0
4BGQ	9926791	5.0
4BGQ	11626560	5.0
4BGQ	25243800	5.0
3SXS	11314340	5.0
2JAM	9933475	5.0
2JAM	17755052	5.16748
6FIO	10461815	7.15428
4LGD	176155	5.0
6FIO	10138260	5.0
6A32	24889392	7.95468
3SXS	208908	5.0
3SXS	156414	5.58501
1U59	156422	5.0
2W5A	16038120	5.7447
2WEL	16722836	6.22907
2JAM	10127622	5.0
3SXS	11485656	5.0
2W5A	11364421	5.69895
6FIO	5328940	6.92046
4BGQ	176167	5.0
4BGQ	3062316	5.0
1U59	24779724	5.0
3D7U	9926791	5.0
2W5A	10461815	6.22178
3D7U	11364421	5.0
2W5A	11314340	5.0
3SXS	3081361	5.0
6FIO	24779724	5.0
1U59	25243800	5.0
6FIO	3062316	9.10237
4LGD	10427712	5.0
4BGQ	176155	5.0
3D7U	10074640	5.0
2WEL	6450551	5.0
2W5A	25243800	5.0
6A32	5329102	9.05061
3SXS	24889392	5.0
4BGQ	208908	5.0
1U59	4908365	5.0
4BGQ	10127622	5.0
6FIO	11338033	5.0
3SXS	10127622	5.0
3SXS	10427712	5.0
1U59	11717001	5.0
6A32	126565	6.45581
3D7U	10461815	5.0
2WEL	11409972	5.0
4LGD	208908	5.0
3SXS	11364421	5.0
1U59	42642645	5.0
6A32	11667893	7.99568
2W5A	24889392	5.0
2WEL	153999	5.33723
4BGQ	151194	5.0
4LGD	16725726	5.0
4LGD	6450551	5.65756
6A32	156414	5.28399
3SXS	11626560	5.44369
3D7U	17755052	5.0
3SXS	176870	5.0
3D7U	24180719	5.65756
2JAM	3062316	5.0
3SXS	156422	5.0
3SXS	44259	6.7693
1U59	3038522	5.0
1U59	176870	5.0
1U59	5494449	5.0
2JAM	126565	6.32781
4BGQ	24180719	5.0
3D7U	9933475	5.0
3SXS	4908365	6.10785
6A32	51004351	6.4201
2W5A	176870	5.0
2W5A	176155	5.0
4LGD	51004351	6.65738
3D7U	16722836	5.22914
3SXS	11667893	5.0
6FIO	126565	6.29234
1U59	156414	5.0
3D7U	208908	5.0
3SXS	10113978	5.0
6FIO	16038120	6.85356
4LGD	16722836	5.0
4LGD	9933475	5.0
3D7U	10427712	5.0
4LGD	126565	8.60206
1U59	17755052	5.0
2JAM	176155	5.0
4LGD	5291	5.0
3D7U	3038522	5.0
2WEL	9926791	5.56862
2WEL	3081361	5.0
2JAM	5494449	5.18708
6FIO	151194	6.56848
4LGD	11485656	5.82388
3SXS	24779724	5.0
6FIO	16722836	5.72122
1U59	9933475	5.0
2WEL	16038120	6.24405
2WEL	5328940	5.0
2JAM	51004351	5.7447
2JAM	5287969	5.0
4LGD	11364421	5.0
2JAM	9884685	5.0
2W5A	51004351	5.0
4LGD	11338033	5.0
2JAM	42642645	5.0
6A32	17755052	5.0
3SXS	25243800	6.17386
3D7U	151194	5.0
2W5A	6450551	5.0
1U59	16725726	5.0
6FIO	5494449	7.55129
3D7U	16038120	5.7447
6FIO	208908	5.0
2WEL	10138260	6.11913
3D7U	16007391	5.4202
2WEL	11717001	5.0
4LGD	11626560	6.00432
4LGD	156414	5.0
6A32	24779724	5.0
6A32	208908	5.0
3D7U	3062316	8.95861
1U59	153999	5.0
3D7U	24889392	5.0
6FIO	42642645	9.52288
3SXS	16038120	5.95857
4LGD	16007391	5.0
4LGD	17755052	5.0
2W5A	5328940	5.79585
4BGQ	5329102	5.0
2W5A	16725726	5.0
6A32	11656518	5.95857
2W5A	208908	5.0
3SXS	16722836	5.92078
2WEL	208908	5.0
3SXS	5329102	5.0
1U59	11409972	5.0
1U59	16038120	5.79585
2JAM	16722836	5.49484
4BGQ	5494449	5.55283
3SXS	3038522	5.0
1U59	644241	5.0
4BGQ	16722836	5.13667
6FIO	156414	6.39783
6A32	10184653	5.0
2W5A	6918454	5.0
1U59	24889392	5.0
2W5A	11409972	5.0
4LGD	3081361	5.0
4LGD	25243800	5.58501
3SXS	42642645	6.69875
4LGD	11409972	6.06545
3SXS	5291	5.0
2WEL	4908365	5.0
2JAM	176870	5.0
3SXS	176167	5.0
2WEL	16725726	5.0
2JAM	5328940	5.0
4BGQ	10427712	5.0
6A32	10113978	8.30103
6FIO	11656518	7.88273
3D7U	11656518	5.0
3D7U	6918454	5.0
2W5A	10127622	5.0
2W5A	24180719	5.30102
2WEL	5291	5.0
2WEL	16007391	5.0
2WEL	11338033	5.0
1U59	51004351	5.58501
3D7U	6450551	5.95857
4LGD	10461815	5.72122
3SXS	123631	5.0
2JAM	6918454	5.0
4LGD	151194	5.0
2JAM	156422	5.0
4BGQ	10184653	5.0
3D7U	25243800	5.69895
2WEL	156422	5.0
4LGD	5494449	6.29234
1U59	16722836	5.4202
2WEL	42642645	5.0
2WEL	24889392	5.0
6FIO	24889392	7.09098
2JAM	208908	5.0
4BGQ	11617559	5.0
1U59	10184653	5.0
6FIO	5291	9.09691
4BGQ	10138260	5.0
3D7U	5329102	5.0
2JAM	3038522	5.0
2WEL	24779724	5.0
2JAM	9926791	5.0
1U59	44259	7.35556
4LGD	11656518	5.0
2JAM	44259	7.63639
4BGQ	10461815	5.0
1U59	10074640	5.0
4BGQ	42642645	5.56862
2WEL	5287969	5.79585
1U59	9884685	5.0
6FIO	11364421	5.0
4BGQ	11717001	5.0
1U59	24180719	5.0
2JAM	5329102	6.35645
6FIO	51004351	5.14266
2W5A	11485656	5.0
4BGQ	6918454	5.0
3D7U	644241	5.61977
6A32	11485656	8.36653
2W5A	5329102	5.85384
6A32	11717001	5.0
3D7U	10184653	5.0
1U59	11626560	5.37674
2W5A	5494449	5.0
3SXS	176155	5.0
6FIO	4908365	8.02228
2JAM	10074640	5.0
3SXS	10074640	5.0
2W5A	11626560	5.0
4LGD	5328940	6.43168
3D7U	42642645	6.92046
6FIO	9933475	8.74473
4BGQ	11667893	5.0
2WEL	11314340	6.56848
2WEL	10127622	5.0
6A32	16007391	7.41908
2JAM	10113978	5.43179
6A32	6918454	5.0
6FIO	123631	5.0
2WEL	123631	5.0
1U59	5291	5.0
2JAM	6450551	5.0
2JAM	156414	5.0
3SXS	11338033	5.0
2WEL	5494449	5.0
4BGQ	123631	5.0
3D7U	5494449	5.31875
2W5A	156422	5.0
6FIO	9884685	5.0
2W5A	44259	6.12488
4BGQ	16725726	5.0
2WEL	3062316	5.0
6FIO	10127622	5.0
2W5A	11717001	5.0
6A32	5287969	5.22914
3D7U	176167	5.0
3SXS	16007391	5.0
4BGQ	10074640	5.0
4BGQ	3081361	5.0
4LGD	24180719	5.0
2JAM	24889392	5.0
1U59	11617559	5.0
2WEL	176167	5.55283
1U59	10127622	5.0
6A32	3038522	8.60206
1U59	11364421	5.0
4LGD	10184653	5.0
6FIO	11485656	7.23582
2JAM	16007391	5.0
3SXS	16725726	5.0
6FIO	10427712	5.0
2WEL	11364421	5.61977
6A32	644241	6.74449
2WEL	10113978	5.0
3D7U	5291	5.0
6A32	5494449	5.79585
6FIO	16725726	5.0
2W5A	16722836	5.76953
6FIO	11314340	5.0
4BGQ	6450551	5.0
6A32	44259	7.99568
1U59	10461815	5.0
1U59	123631	5.0
2WEL	9884685	5.0
4BGQ	5328940	5.0
6FIO	9926791	5.0
3SXS	5328940	6.69875
2W5A	11667893	5.0
6A32	10461815	5.69895
2W5A	10184653	5.0
6FIO	11626560	6.29234
6A32	10427712	5.0
4BGQ	5287969	8.14267
1U59	11485656	5.0
2JAM	10427712	5.0
2JAM	10184653	5.0
2JAM	5291	5.0
2JAM	24180719	5.0
4BGQ	126565	7.99568
2WEL	10427712	5.0
2WEL	10184653	5.0
2WEL	156414	5.0
4BGQ	24889392	5.0
3D7U	9884685	5.0
4LGD	10138260	7.18642
3D7U	11717001	5.0
1U59	11656518	5.0
2JAM	644241	5.0
3SXS	126565	6.69875
1U59	6450551	5.0
2WEL	11485656	5.0
3D7U	156422	5.0
4LGD	176167	5.72122
6FIO	3081361	7.95468
3SXS	11717001	5.0
6A32	11409972	7.56703
3D7U	5328940	7.49349
2W5A	4908365	5.0
4LGD	176870	5.0
1U59	10427712	5.0
4LGD	11617559	5.0
3D7U	126565	6.58486
2JAM	11314340	5.0
3D7U	11314340	5.0
2W5A	16007391	5.0
4BGQ	11656518	5.0
6A32	9933475	9.29243
4BGQ	9884685	5.0
6A32	176155	5.0
6A32	5328940	5.29242
2JAM	123631	5.0
3SXS	17755052	5.0
2W5A	3038522	5.0
6FIO	176167	5.0
3SXS	24180719	5.0
6A32	11364421	5.0
3SXS	11617559	5.0
2W5A	9926791	5.0
2JAM	24779724	5.0
2W5A	42642645	5.0
6A32	153999	5.0
4BGQ	153999	5.38721
6FIO	11717001	5.0
6A32	10127622	5.0
2W5A	5287969	5.0
2W5A	3062316	5.18708
1U59	10113978	5.0
2JAM	11364421	5.0
6A32	16725726	5.0
2W5A	17755052	5.0
6A32	176870	5.7447
3SXS	9926791	5.0
6A32	16038120	6.07567
4BGQ	16038120	5.0
2W5A	11338033	5.0
2WEL	5329102	6.37665
2WEL	11626560	5.0
4LGD	9926791	5.0
6A32	11617559	5.0
2WEL	11617559	5.0
3D7U	153999	5.0
2JAM	10138260	6.02683
6FIO	24180719	5.61977
1U59	10138260	5.0
6A32	151194	7.01728
2WEL	644241	5.0
4BGQ	44259	6.46839
2WEL	176870	5.19381
4BGQ	156414	5.0
2WEL	51004351	7.44249
4LGD	4908365	6.79561
6FIO	3038522	5.85384
6FIO	11617559	5.0
3SXS	5494449	5.58501
2W5A	151194	5.0
3D7U	44259	6.48135
6FIO	10074640	8.05552
6FIO	156422	8.69897
6FIO	6450551	6.46839
3SXS	151194	5.0
4BGQ	10113978	5.0
2W5A	156414	5.0
4LGD	5329102	7.25104
3D7U	16725726	5.0
6FIO	10113978	7.24336
1U59	16007391	5.0
2W5A	3081361	5.0
2W5A	644241	5.0
2JAM	25243800	5.0
3SXS	9884685	5.0
2WEL	11656518	5.0
2JAM	11717001	5.0
3SXS	10461815	5.0
6FIO	176155	5.99996
3D7U	11667893	5.0
2W5A	123631	5.0
4BGQ	156422	5.0
4LGD	3038522	5.0
2WEL	176155	5.0
6A32	156422	5.92078
6A32	10138260	8.92082
3SXS	6918454	5.0
6A32	11626560	5.0
4BGQ	3038522	5.0
6FIO	5329102	5.69895
6A32	25243800	6.65738
2W5A	9933475	5.0
2JAM	3081361	5.0
1U59	11667893	5.0
4BGQ	4908365	5.0
1U59	9926791	5.0
4BGQ	24779724	5.0
2W5A	10074640	5.0
3SXS	6450551	5.0
3SXS	51004351	5.0
2WEL	151194	5.0
2W5A	126565	5.3098
2WEL	6918454	5.0
3SXS	3062316	8.82391
2JAM	153999	5.0
4LGD	5287969	5.02687
3D7U	11626560	5.0
3D7U	5287969	5.0
6A32	24180719	6.72102
6A32	16722836	5.56862
4BGQ	16007391	5.0
3SXS	644241	5.0
3SXS	10138260	5.0
2JAM	10461815	5.0
2JAM	11409972	5.0
6FIO	6918454	5.0
1U59	208908	5.0
1U59	11338033	5.0
3D7U	11617559	5.0
4LGD	11667893	5.0
6A32	4908365	7.56703
3LCS	176167	5.0
4C57	11656518	5.0
3BHH	24779724	5.0
4KS7	5287969	5.0
4BBM	5329102	5.95857
4H1J	51004351	6.18039
3DAK	10127622	5.0
4GV1	10184653	5.0
1CM8	5328940	5.0
3C0I	16007391	5.0
2W99	24779724	5.0
2A2A	176167	5.0
4A9U	11656518	5.0
3WAR	16007391	5.0
2J51	10127622	5.0
5LVO	176167	5.0
4PF4	10127622	5.0
5YKS	10127622	5.0
6FT8	16007391	5.0
4AF3	176167	5.0
6RCG	16007391	5.0
1XJD	16007391	5.0
6B5J	24779724	5.0
2QLU	24779724	5.0
6X5G	5287969	5.76953
6FEK	51004351	6.45581
2XYN	5328940	8.79588
5NKG	10184653	5.0
5H0B	16007391	5.40892
5ES1	51004351	6.43168
6B5J	5329102	5.0
6RSU	5328940	6.60189
6JQR	10127622	5.0
6YAT	176167	5.0
3TXO	10127622	5.0
2BUJ	5328940	5.0
7KAC	24779724	5.0
6FER	11656518	6.01768
6TCA	5287969	5.0
5EFQ	24779724	5.0
2V7O	176167	5.0
6PK6	176167	5.0
2J0I	51004351	5.0
4JG8	5329102	6.2365
4RWI	10184653	5.0
4D2W	16007391	5.0
3ZDU	10184653	5.0
5UI0	176167	5.0
5VIL	5328940	5.0
2DQ7	5329102	6.28391
6CMJ	10127622	5.0
4KIK	51004351	5.20065
6BFN	5328940	6.22178
2YEX	24779724	5.0
1S9I	5329102	6.95821
3CBL	5328940	6.48135
5VDK	5329102	5.0
5MJB	5328940	7.48017
2J51	10184653	5.43179
3SOC	10127622	5.0
5MYV	5287969	5.0
4GV1	10127622	5.0
2J51	5329102	7.25104
2DQ7	5287969	5.0
3DKC	16007391	5.0
5LVO	10127622	5.0
3ZDU	11656518	5.0
6CMJ	24779724	5.0
6D3K	5287969	5.28399
3FXX	176167	5.0
1UA2	16007391	5.2076
4YJT	5328940	6.53745
3BHH	5329102	5.85384
2OO8	11656518	5.88602
2VD5	24779724	5.0
6FYR	5329102	5.0
6TGU	176167	5.0
3COK	5328940	5.0
3IEC	10184653	5.0
6DBK	5329102	5.79585
4QTB	176167	5.0
2DQ7	176167	5.0
5QIN	5287969	5.2518
2XIK	5328940	6.04571
6RCG	10184653	5.0
5AP1	51004351	6.45581
